olympic_record_id,athlete_name,age,year,medal,country,sport,event
1365,Allan Lindsay Briggs,39.0,1912,Gold,United States,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team"
1366,Torah Jane Bright (-Thomson),23.0,2010,Gold,Australia,Snowboarding,Snowboarding Women's Halfpipe
1367,"John Manning ""Jack"" Brinck",19.0,1928,Gold,United States,Rowing,Rowing Men's Coxed Eights
1369,Jacques Brinkman,29.0,1996,Gold,Netherlands,Hockey,Hockey Men's Hockey
1370,Jacques Brinkman,34.0,2000,Gold,Netherlands,Hockey,Hockey Men's Hockey
1371,"Wilhelm ""Willi"" Brinkmann",25.0,1936,Gold,Germany,Handball,Handball Men's Handball
1373,Valerie Ann Brisco-Hooks,24.0,1984,Gold,United States,Athletics,Athletics Women's 200 metres
1374,Valerie Ann Brisco-Hooks,24.0,1984,Gold,United States,Athletics,Athletics Women's 400 metres
1375,Valerie Ann Brisco-Hooks,24.0,1984,Gold,United States,Athletics,Athletics Women's 4 x 400 metres Relay
1376,Franois Brisson,26.0,1984,Gold,France,Football,Football Men's Football
1377,Thrse Anne Brisson,35.0,2002,Gold,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey
1378,Matthew Brittain,25.0,2012,Gold,South Africa,Rowing,Rowing Men's Lightweight Coxless Fours
1379,Bernhard Britting,23.0,1964,Gold,Germany,Rowing,Rowing Men's Coxed Fours
1381,"John Charles ""Jack"" Broderick",32.0,1908,Gold,Canada,Lacrosse,Lacrosse Men's Lacrosse
1382,Martin Pierre Brodeur,29.0,2002,Gold,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey
1383,Martin Pierre Brodeur,37.0,2010,Gold,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey
1384,Zbigniew Marcin Brdka,29.0,2014,Gold,Poland,Speed Skating,"Speed Skating Men's 1,500 metres"
1385,Gyrgy Brdy,24.0,1932,Gold,Hungary,Water Polo,Water Polo Men's Water Polo
1386,Gyrgy Brdy,28.0,1936,Gold,Hungary,Water Polo,Water Polo Men's Water Polo
1387,"Kenneth L. ""Kenny"" Brokenburr",31.0,2000,Gold,United States,Athletics,Athletics Men's 4 x 100 metres Relay
1388,"Nathan Eugene ""Nate"" Brooks",18.0,1952,Gold,United States,Boxing,Boxing Men's Flyweight
1389,Neil Brooks,17.0,1980,Gold,Australia,Swimming,Swimming Men's 4 x 100 metres Medley Relay
1390,Travis Neil Brooks,24.0,2004,Gold,Australia,Hockey,Hockey Men's Hockey
1391,Marguerite Marie Broquedis-Billout (-Bordes),19.0,1912,Gold,France,Tennis,Tennis Women's Singles
1392,Kristina Brring-Sprehe,29.0,2016,Gold,Germany,Equestrianism,"Equestrianism Mixed Dressage, Team"
1393,Neal LaMoy Broten,20.0,1980,Gold,United States,Ice Hockey,Ice Hockey Men's Ice Hockey
1394,Vronique Brouquier,23.0,1980,Gold,France,Fencing,"Fencing Women's Foil, Team"
1395,Alice Regina Brown (-Harris),23.0,1984,Gold,United States,Athletics,Athletics Women's 4 x 100 metres Relay
1396,Alice Regina Brown (-Harris),27.0,1988,Gold,United States,Athletics,Athletics Women's 4 x 100 metres Relay
1397,"Benjamin Gene ""Benny"" Brown",22.0,1976,Gold,United States,Athletics,Athletics Men's 4 x 400 metres Relay
1398,"Christopher Deon ""Chris"" Brown",33.0,2012,Gold,Bahamas,Athletics,Athletics Men's 4 x 400 metres Relay
1399,"Cynthia Louise ""Cindy"" Brown",23.0,1988,Gold,United States,Basketball,Basketball Women's Basketball
1400,"David Preston ""Dave"" Brown",20.0,1948,Gold,United States,Rowing,Rowing Men's Coxed Eights
1402,Graeme Allen Brown,25.0,2004,Gold,Australia,Cycling,"Cycling Men's Team Pursuit, 4,000 metres"
1403,Graeme Allen Brown,25.0,2004,Gold,Australia,Cycling,Cycling Men's Madison
1404,"Horace Hallock ""Hal"" Brown",22.0,1920,Gold,United States,Athletics,"Athletics Men's 3,000 metres, Team"
1406,"Lawrence Harvey ""Larry"" Brown",24.0,1964,Gold,United States,Basketball,Basketball Men's Basketball
1407,"Ronald James ""Ron"" Brown",23.0,1984,Gold,United States,Athletics,Athletics Men's 4 x 100 metres Relay
1408,"Elizabeth ""Lisa"" Brown-Miller",31.0,1998,Gold,United States,Ice Hockey,Ice Hockey Women's Ice Hockey
1409,Stephanie Karenmonica Brown-Trafton,28.0,2008,Gold,United States,Athletics,Athletics Women's Discus Throw
1410,Ian Sterry Browne,25.0,1956,Gold,Australia,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres"
1411,"David Greig ""Skippy"" Browning, Jr.",21.0,1952,Gold,United States,Diving,Diving Men's Springboard
1416,"Thomas Edwin ""Tom"" Bruce",20.0,1972,Gold,United States,Swimming,Swimming Men's 4 x 100 metres Medley Relay
1419,"Wilhelm ""Willy"" Brderlin",25.0,1920,Gold,Switzerland,Rowing,Rowing Men's Coxed Fours
1421,Ivano Brugnetti,27.0,2004,Gold,Italy,Athletics,Athletics Men's 20 kilometres Walk
1422,Julien Louis Brul,44.0,1920,Gold,France,Archery,"Archery Men's Target Archery, 50 metres, Individual"
1427,Jennifer Lyn Brundage,27.0,2000,Gold,United States,Softball,Softball Women's Softball
1428,"Michael Lee ""Mike"" Bruner",19.0,1976,Gold,United States,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay
1429,"Michael Lee ""Mike"" Bruner",19.0,1976,Gold,United States,Swimming,Swimming Men's 200 metres Butterfly
1430,Manuel Brunet,30.0,2016,Gold,Argentina,Hockey,Hockey Men's Hockey
1431,Pierre mile Ernest Brunet,25.0,1928,Gold,France,Figure Skating,Figure Skating Mixed Pairs
1432,Pierre mile Ernest Brunet,29.0,1932,Gold,France,Figure Skating,Figure Skating Mixed Pairs
1433,Andre Marguerite Blanche Brunet-Joly,26.0,1928,Gold,France,Figure Skating,Figure Skating Mixed Pairs
1434,Andre Marguerite Blanche Brunet-Joly,30.0,1932,Gold,France,Figure Skating,Figure Skating Mixed Pairs
1435,"Bruno ""Bruninho"" Mossa de Rezende",30.0,2016,Gold,Brazil,Volleyball,Volleyball Men's Volleyball
1436,Giancarlo Brusati,26.0,1936,Gold,Italy,Fencing,"Fencing Men's epee, Team"
1437,Olga Aleksandrovna Brusnikina,21.0,2000,Gold,Russia,Synchronized Swimming,Synchronized Swimming Women's Duet
1438,Olga Aleksandrovna Brusnikina,21.0,2000,Gold,Russia,Synchronized Swimming,Synchronized Swimming Women's Team
1439,Olga Aleksandrovna Brusnikina,25.0,2004,Gold,Russia,Synchronized Swimming,Synchronized Swimming Women's Team
1440,"Ernesto Mario ""Enrico"" Brusoni",21.0,1900,Gold,Italy,Cycling,Cycling Men's Points Race
1441,Hkon Brusveen,32.0,1960,Gold,Norway,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres
1445,Kobe Bean Bryant,29.0,2008,Gold,United States,Basketball,Basketball Men's Basketball
1446,Kobe Bean Bryant,33.0,2012,Gold,United States,Basketball,Basketball Men's Basketball
1447,"George Philip ""Phil"" Bryant",26.0,1904,Gold,United States,Archery,Archery Men's Double American Round
1448,"George Philip ""Phil"" Bryant",26.0,1904,Gold,United States,Archery,Archery Men's Double York Round
1456,Karen Brdsgaard,22.0,2000,Gold,Denmark,Handball,Handball Women's Handball
1457,Karen Brdsgaard,26.0,2004,Gold,Denmark,Handball,Handball Women's Handball
1459,William Carl Buchan,27.0,1984,Gold,United States,Sailing,Sailing Mixed Two Person Heavyweight Dinghy
1460,"William Earl Buchan, Sr.",49.0,1984,Gold,United States,Sailing,Sailing Mixed Two Person Keelboat
1462,Sharon Lee Buchanan-Patmore,25.0,1988,Gold,Australia,Hockey,Hockey Women's Hockey
1463,"Georges Eugne William ""Go"" Buchard",30.0,1924,Gold,France,Fencing,"Fencing Men's epee, Team"
1464,"Georges Eugne William ""Go"" Buchard",38.0,1932,Gold,France,Fencing,"Fencing Men's epee, Team"
1465,Charles von Buchwald,25.0,1906,Gold,Denmark,Football,Football Men's Football
1466,Craig Werner Buck,25.0,1984,Gold,United States,Volleyball,Volleyball Men's Volleyball
1467,Craig Werner Buck,30.0,1988,Gold,United States,Volleyball,Volleyball Men's Volleyball
1471,William Quinn Buckner,21.0,1976,Gold,United States,Basketball,Basketball Men's Basketball
1472,Lszl II Budai (Bednarik),23.0,1952,Gold,Hungary,Football,Football Men's Football
1473,"Harold Boyce Budd, Jr.",25.0,1964,Gold,United States,Rowing,Rowing Men's Coxed Eights
1475,Alexander Alan Budikusuma Wiratama,24.0,1992,Gold,Indonesia,Badminton,Badminton Men's Singles
1476,Rachel Marie Buehler (-Van Hollebeke),22.0,2008,Gold,United States,Football,Football Women's Football
1477,Rachel Marie Buehler (-Van Hollebeke),26.0,2012,Gold,United States,Football,Football Women's Football
1482,Imre Bujdos,29.0,1988,Gold,Hungary,Fencing,"Fencing Men's Sabre, Team"
1483,Nikolay Petkov Bukhalov,25.0,1992,Gold,Bulgaria,Canoeing,"Canoeing Men's Canadian Singles, 500 metres"
1484,Nikolay Petkov Bukhalov,25.0,1992,Gold,Bulgaria,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres"
1490,Emilio Bulgarelli,31.0,1948,Gold,Italy,Water Polo,Water Polo Men's Water Polo
1491,Ivan Buljubai,24.0,2012,Gold,Croatia,Water Polo,Water Polo Men's Water Polo
1493,"Victoria Andrea ""Vicky"" Bullett",20.0,1988,Gold,United States,Basketball,Basketball Women's Basketball
1494,Maik Bullmann,25.0,1992,Gold,Germany,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman"
1496,"Jaap Derk ""Jaap-Derk"" Buma",28.0,2000,Gold,Netherlands,Hockey,Hockey Men's Hockey
1498,Ahmed Naseer Bunda,28.0,1960,Gold,Pakistan,Hockey,Hockey Men's Hockey
1499,Wilfred Kipkemboi Bungei,28.0,2008,Gold,Kenya,Athletics,Athletics Men's 800 metres
1502,Diego Mario Buonanotte Rende,20.0,2008,Gold,Argentina,Football,Football Men's Football
1503,Pasquale Buonocore,32.0,1948,Gold,Italy,Water Polo,Water Polo Men's Water Polo
1504,Tejbir Bura,,1924,Gold,Nepal,Alpinism,Alpinism Mixed Alpinism
1505,Hans Petter Buraas,22.0,1998,Gold,Norway,Alpine Skiing,Alpine Skiing Men's Slalom
1510,Cdric Burdet,33.0,2008,Gold,France,Handball,Handball Men's Handball
1511,Cornelius Lonzo Burdette,33.0,1912,Gold,United States,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team"
1512,Nicols Andrs Burdisso,23.0,2004,Gold,Argentina,Football,Football Men's Football
1513,Maurice Buret,39.0,1948,Gold,France,Equestrianism,"Equestrianism Men's Dressage, Team"
1514,Erna Brger,27.0,1936,Gold,Germany,Gymnastics,Gymnastics Women's Team All-Around
1515,Heinrich Burger,26.0,1908,Gold,Germany,Figure Skating,Figure Skating Mixed Pairs
1518,Damir Buri,31.0,2012,Gold,Croatia,Water Polo,Water Polo Men's Water Polo
1519,Lynn Edythe Burke (-McConville),17.0,1960,Gold,United States,Swimming,Swimming Women's 100 metres Backstroke
1520,Lynn Edythe Burke (-McConville),17.0,1960,Gold,United States,Swimming,Swimming Women's 4 x 100 metres Medley Relay
1523,"Thomas Edmund ""Tom"" Burke",21.0,1896,Gold,United States,Athletics,Athletics Men's 100 metres
1524,"Thomas Edmund ""Tom"" Burke",21.0,1896,Gold,United States,Athletics,Athletics Men's 400 metres
1525,Peter Burling,25.0,2016,Gold,New Zealand,Sailing,Sailing Men's Skiff
1530,Kevin Lobdell Burnham,47.0,2004,Gold,United States,Sailing,Sailing Men's Two Person Dinghy
1532,Lauren Chantel Burns (-Muller),26.0,2000,Gold,Australia,Taekwondo,Taekwondo Women's Flyweight
1533,Marc Burns,25.0,2008,Gold,Trinidad and Tobago,Athletics,Athletics Men's 4 x 100 metres Relay
1535,Leslie Michele Burr-Howard (-Leneghan-),27.0,1984,Gold,United States,Equestrianism,"Equestrianism Mixed Jumping, Team"
1536,Leroy Russell Burrell,25.0,1992,Gold,United States,Athletics,Athletics Men's 4 x 100 metres Relay
1538,Jordan Ernest Burroughs,24.0,2012,Gold,United States,Wrestling,"Wrestling Men's Middleweight, Freestyle"
1539,Sean Patrick Burroughs,20.0,2000,Gold,United States,Baseball,Baseball Men's Baseball
1540,"Michael Jay ""Mike"" Burton",21.0,1968,Gold,United States,Swimming,Swimming Men's 400 metres Freestyle
1541,"Michael Jay ""Mike"" Burton",21.0,1968,Gold,United States,Swimming,"Swimming Men's 1,500 metres Freestyle"
1542,"Michael Jay ""Mike"" Burton",25.0,1972,Gold,United States,Swimming,"Swimming Men's 1,500 metres Freestyle"
1543,"Michael Jay ""Mike"" Burton",25.0,1972,Gold,United States,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay
1544,Tom Burton,26.0,2016,Gold,Australia,Sailing,Sailing Men's One Person Dinghy
1548,"Lesley Leigh Bush (-Hickcox, -Makepeace)",17.0,1964,Gold,United States,Diving,Diving Women's Platform
1551,Andro Bulje,26.0,2012,Gold,Croatia,Water Polo,Water Polo Men's Water Polo
1552,Crystl Irene Bustos,23.0,2000,Gold,United States,Softball,Softball Women's Softball
1553,Crystl Irene Bustos,26.0,2004,Gold,United States,Softball,Softball Women's Softball
1554,Aleksandr Anatolyevich Butko,26.0,2012,Gold,Russia,Volleyball,Volleyball Men's Volleyball
1555,Dean William Butler,27.0,2004,Gold,Australia,Hockey,Hockey Men's Hockey
1557,Jimmy Butler III,26.0,2016,Gold,United States,Basketball,Basketball Men's Basketball
1558,Lloyd LeMarr Butler,23.0,1948,Gold,United States,Rowing,Rowing Men's Coxed Eights
1560,Jahangir Ahmed Butt,25.0,1968,Gold,Pakistan,Hockey,Hockey Men's Hockey
1561,"Richard Totten ""Dick"" Button",18.0,1948,Gold,United States,Figure Skating,Figure Skating Men's Singles
1562,"Richard Totten ""Dick"" Button",22.0,1952,Gold,United States,Figure Skating,Figure Skating Men's Singles
1563,Jen Buznszky,27.0,1952,Gold,Hungary,Football,Football Men's Football
1565,Karyn L. Bye (-Dietz),26.0,1998,Gold,United States,Ice Hockey,Ice Hockey Women's Ice Hockey
1566,Oskar Wilhelm Bye,35.0,1906,Gold,Norway,Gymnastics,Gymnastics Men's Team All-Around
1567,Byeon Cheon-Sa,18.0,2006,Gold,South Korea,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay"
1571,Anja Byrial Hansen (-Pedersen),22.0,1996,Gold,Denmark,Handball,Handball Women's Handball
1572,James Andrew Byrnes,25.0,2008,Gold,Canada,Rowing,Rowing Men's Coxed Eights
1573,"Jacob Walter ""Wally"" Byron",35.0,1920,Gold,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey
1574,Lars Bystl,27.0,2006,Gold,Norway,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual"
1575,Nuria Cabanillas Provencio,15.0,1996,Gold,Spain,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group
1576,"Frederike Jacobie ""Mieke"" Cabout",22.0,2008,Gold,Netherlands,Water Polo,Water Polo Women's Water Polo
1577,Delfo Cabrera Gmez,29.0,1948,Gold,Argentina,Athletics,Athletics Men's Marathon
1578,Fermn Cacho Ruiz,23.0,1992,Gold,Spain,Athletics,"Athletics Men's 1,500 metres"
1579,Axel Vilhelm Teodor Cadier,29.0,1936,Gold,Sweden,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman"
1580,Ernest Cadine,26.0,1920,Gold,France,Weightlifting,Weightlifting Men's Light-Heavyweight
1581,Erin Jane Cafaro (-McKenzie),25.0,2008,Gold,United States,Rowing,Rowing Women's Coxed Eights
1582,Erin Jane Cafaro (-McKenzie),29.0,2012,Gold,United States,Rowing,Rowing Women's Coxed Eights
1583,Cai Yalin,23.0,2000,Gold,China,Shooting,"Shooting Men's Air Rifle, 10 metres"
1585,Carl Cecil Cain,22.0,1956,Gold,United States,Basketball,Basketball Men's Basketball
1586,"Lawrence J. ""Larry"" Cain",21.0,1984,Gold,Canada,Canoeing,"Canoeing Men's Canadian Singles, 500 metres"
1587,Chiara Cainero,30.0,2008,Gold,Italy,Shooting,Shooting Women's Skeet
1588,Maureen Caird (-Jones),17.0,1968,Gold,Australia,Athletics,Athletics Women's 80 metres Hurdles
1589,Asl akr (-Alptekin),26.0,2012,Gold,Turkey,Athletics,"Athletics Women's 1,500 metres"
1590,David Cal Figueroa,21.0,2004,Gold,Spain,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres"
1591,Jordi Joan Calafat Estelrich,24.0,1992,Gold,Spain,Sailing,Sailing Men's Two Person Dinghy
1592,Paolo Caldarella,27.0,1992,Gold,Italy,Water Polo,Water Polo Men's Water Polo
1593,Mercedes Caldern Martnez,26.0,1992,Gold,Cuba,Volleyball,Volleyball Women's Volleyball
1594,Miguel Calds Luis,25.0,1996,Gold,Cuba,Baseball,Baseball Men's Baseball
1595,Hubert Augustus Caldwell (-Aspinwall),20.0,1928,Gold,United States,Rowing,Rowing Men's Coxed Eights
1596,"Joseph Louis ""Joe"" Caldwell",22.0,1964,Gold,United States,Basketball,Basketball Men's Basketball
1597,Lee Quincy Calhoun,23.0,1956,Gold,United States,Athletics,Athletics Men's 110 metres Hurdles
1598,Lee Quincy Calhoun,27.0,1960,Gold,United States,Athletics,Athletics Men's 110 metres Hurdles
1599,Irving Romaro Calkins,32.0,1908,Gold,United States,Shooting,"Shooting Men's Free Pistol, 50 yards, Team"
1600,Emmanuel Earl Callender,24.0,2008,Gold,Trinidad and Tobago,Athletics,Athletics Men's 4 x 100 metres Relay
1601,Facundo Callioni,30.0,2016,Gold,Argentina,Hockey,Hockey Men's Hockey
1602,Ashley John Callus,21.0,2000,Gold,Australia,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay
1604,Irene Camber-Corno,26.0,1952,Gold,Italy,Fencing,"Fencing Women's Foil, Individual"
1605,Luigi Cambiaso,25.0,1920,Gold,Italy,Gymnastics,Gymnastics Men's Team All-Around
1606,Luigi Cambiaso,29.0,1924,Gold,Italy,Gymnastics,Gymnastics Men's Team All-Around
1607,"John Archibald ""Jack"" Cameron",21.0,1924,Gold,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey
1608,Michelle A. Cameron (-Coulter),25.0,1988,Gold,Canada,Synchronized Swimming,Synchronized Swimming Women's Duet
1610,Roberto Cammarelle,28.0,2008,Gold,Italy,Boxing,Boxing Men's Super-Heavyweight
1611,"Alessandro ""Sandro"" Campagna",29.0,1992,Gold,Italy,Water Polo,Water Polo Men's Water Polo
1612,Loris Campana,25.0,1952,Gold,Italy,Cycling,"Cycling Men's Team Pursuit, 4,000 metres"
1613,Bronte Campbell,22.0,2016,Gold,Australia,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay
1614,Cassie Dawin Campbell (-Pascall),28.0,2002,Gold,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey
1615,Cassie Dawin Campbell (-Pascall),32.0,2006,Gold,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey
1616,Cate Natalie Campbell,20.0,2012,Gold,Australia,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay
1617,Cate Natalie Campbell,24.0,2016,Gold,Australia,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay
1621,Derrick Nathan Campbell,25.0,1998,Gold,Canada,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay"
1622,"George Herrold ""Doc"" Campbell",30.0,1908,Gold,Canada,Lacrosse,Lacrosse Men's Lacrosse
1624,"Milton Gray ""Milt"" Campbell",22.0,1956,Gold,United States,Athletics,Athletics Men's Decathlon
1625,Veronica Angella Campbell-Brown,22.0,2004,Gold,Jamaica,Athletics,Athletics Women's 200 metres
1626,Veronica Angella Campbell-Brown,22.0,2004,Gold,Jamaica,Athletics,Athletics Women's 4 x 100 metres Relay
1627,Veronica Angella Campbell-Brown,26.0,2008,Gold,Jamaica,Athletics,Athletics Women's 200 metres
1628,Alisa Peta Camplin (-Warner),27.0,2002,Gold,Australia,Freestyle Skiing,Freestyle Skiing Women's Aerials
1629,Antonio Cmpolo,31.0,1928,Gold,Uruguay,Football,Football Men's Football
1630,Niccol Campriani,24.0,2012,Gold,Italy,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres"
1631,Niccol Campriani,28.0,2016,Gold,Italy,Shooting,"Shooting Men's Air Rifle, 10 metres"
1632,Niccol Campriani,28.0,2016,Gold,Italy,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres"
1633,Adhemar Canavessi,24.0,1928,Gold,Uruguay,Football,Football Men's Football
1634,Fabian Cancellara,27.0,2008,Gold,Switzerland,Cycling,Cycling Men's Individual Time Trial
1635,Fabian Cancellara,35.0,2016,Gold,Switzerland,Cycling,Cycling Men's Individual Time Trial
1636,douard Candeveau,26.0,1924,Gold,Switzerland,Rowing,Rowing Men's Coxed Pairs
1638,Giovanni Canova,39.0,1920,Gold,Italy,Fencing,"Fencing Men's epee, Team"
1639,Fernand Canteloube,19.0,1920,Gold,France,Cycling,"Cycling Men's Road Race, Team"
1640,Ernesto Canto Gudio,24.0,1984,Gold,Mexico,Athletics,Athletics Men's 20 kilometres Walk
1641,"Luigi ""Gino"" Cantone",31.0,1948,Gold,Italy,Fencing,"Fencing Men's epee, Individual"
1642,Cao Lei,24.0,2008,Gold,China,Weightlifting,Weightlifting Women's Heavyweight
1643,Cao Yuan,17.0,2012,Gold,China,Diving,Diving Men's Synchronized Platform
1644,Cao Yuan,21.0,2016,Gold,China,Diving,Diving Men's Springboard
1646,Christophe Capelle,28.0,1996,Gold,France,Cycling,"Cycling Men's Team Pursuit, 4,000 metres"
1647,Nadine Capellmann (-Biffar-),35.0,2000,Gold,Germany,Equestrianism,"Equestrianism Mixed Dressage, Team"
1649,Lee Capes (-Nobbs),26.0,1988,Gold,Australia,Hockey,Hockey Women's Hockey
1650,Michelle Edith Capes-Hager,21.0,1988,Gold,Australia,Hockey,Hockey Women's Hockey
1651,Joaqun Capilla Prez,27.0,1956,Gold,Mexico,Diving,Diving Men's Platform
1652,Tranquilo Capozzo Zironda,34.0,1952,Gold,Argentina,Rowing,Rowing Men's Double Sculls
1653,Giulio Cappelli,25.0,1936,Gold,Italy,Football,Football Men's Football
1654,Jennifer Marie Capriati,16.0,1992,Gold,United States,Tennis,Tennis Women's Singles
1655,Oreste Capuzzo,23.0,1932,Gold,Italy,Gymnastics,Gymnastics Men's Team All-Around
1656,Sally May Carbon (-Bell),21.0,1988,Gold,Australia,Hockey,Hockey Women's Hockey
1657,Rogrio Sampaio Cardoso,24.0,1992,Gold,Brazil,Judo,Judo Men's Half-Lightweight
1658,Mary Louise Carew (-Armstrong),18.0,1932,Gold,United States,Athletics,Athletics Women's 4 x 100 metres Relay
1660,"Richard John ""Rick"" Carey",21.0,1984,Gold,United States,Swimming,Swimming Men's 100 metres Backstroke
1661,"Richard John ""Rick"" Carey",21.0,1984,Gold,United States,Swimming,Swimming Men's 200 metres Backstroke
1662,"Richard John ""Rick"" Carey",21.0,1984,Gold,United States,Swimming,Swimming Men's 4 x 100 metres Medley Relay
1663,Jacques Cariou,41.0,1912,Gold,France,Equestrianism,"Equestrianism Men's Jumping, Individual"
1664,"Antnio Carlos ""Carlo"" Aguilar Gouveia",27.0,1992,Gold,Brazil,Volleyball,Volleyball Men's Volleyball
1665,Carl Ehrenfried Carlberg,23.0,1912,Gold,Sweden,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System"
1666,Gustaf Eric Carlberg,32.0,1912,Gold,Sweden,Shooting,"Shooting Men's Dueling Pistol, 30 metres, Team"
1667,Gustaf Eric Carlberg,32.0,1912,Gold,Sweden,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team"
1668,Gustaf Vilhelm Carlberg,32.0,1912,Gold,Sweden,Shooting,"Shooting Men's Dueling Pistol, 30 metres, Team"
1669,Gustaf Vilhelm Carlberg,32.0,1912,Gold,Sweden,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres"
1670,Gustaf Vilhelm Carlberg,32.0,1912,Gold,Sweden,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team"
1671,Gustaf Fredrik Carln,21.0,1912,Gold,Sweden,Athletics,"Athletics Men's Cross-Country, Team"
1672,Laura Gabriela Crlescu-Badea,26.0,1996,Gold,Romania,Fencing,"Fencing Women's Foil, Individual"
1673,Arnaldo Carli,18.0,1920,Gold,Italy,Cycling,"Cycling Men's Team Pursuit, 4,000 metres"
1674,Conrad Marentius Carlsrud,22.0,1906,Gold,Norway,Gymnastics,Gymnastics Men's Team All-Around
1675,Nils Gustav Henry Carlsson,30.0,1948,Gold,Sweden,Football,Football Men's Football
1678,Maurizio Carnino,18.0,1994,Gold,Italy,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay"
1679,"Carolina ""Carol"" Demartini de Albuquerque",31.0,2008,Gold,Brazil,Volleyball,Volleyball Women's Volleyball
1682,Luigi Arturo Carpaneda,30.0,1956,Gold,Italy,Fencing,"Fencing Men's Foil, Team"
1683,Gordon C. Carpenter,28.0,1948,Gold,United States,Basketball,Basketball Men's Basketball
1684,"William Kenneth ""Ken"" Carpenter",23.0,1936,Gold,United States,Athletics,Athletics Men's Discus Throw
1685,Leonard Griswold Carpenter,21.0,1924,Gold,United States,Rowing,Rowing Men's Coxed Eights
1686,"Helen Constance ""Connie"" Carpenter-Phinney",27.0,1984,Gold,United States,Cycling,"Cycling Women's Road Race, Individual"
1687,"William Arthur ""Bill"" Carr",22.0,1932,Gold,United States,Athletics,Athletics Men's 400 metres
1688,"William Arthur ""Bill"" Carr",22.0,1932,Gold,United States,Athletics,Athletics Men's 4 x 400 metres Relay
1690,"Catherine L. ""Cathy"" Carr (-West)",18.0,1972,Gold,United States,Swimming,Swimming Women's 100 metres Breaststroke
1691,"Catherine L. ""Cathy"" Carr (-West)",18.0,1972,Gold,United States,Swimming,Swimming Women's 4 x 100 metres Medley Relay
1692,"Richard John ""Dickie"" Carr",21.0,1932,Gold,India,Hockey,Hockey Men's Hockey
1693,Henry William Carr,21.0,1964,Gold,United States,Athletics,Athletics Men's 200 metres
1694,Henry William Carr,21.0,1964,Gold,United States,Athletics,Athletics Men's 4 x 400 metres Relay
1695,"Kenneth Alan ""Kenny"" Carr",20.0,1976,Gold,United States,Basketball,Basketball Men's Basketball
1696,Sabin William Carr,23.0,1928,Gold,United States,Athletics,Athletics Men's Pole Vault
1697,Cecilia Carranza Saroli,29.0,2016,Gold,Argentina,Sailing,Sailing Mixed Multihull
1698,Sara Maree Carrigan,23.0,2004,Gold,Australia,Cycling,"Cycling Women's Road Race, Individual"
1699,Lisa Carrington,23.0,2012,Gold,New Zealand,Canoeing,"Canoeing Women's Kayak Singles, 200 metres"
1700,Lisa Carrington,27.0,2016,Gold,New Zealand,Canoeing,"Canoeing Women's Kayak Singles, 200 metres"
1702,"Daniel Brendon ""Dan"" Carroll",33.0,1920,Gold,United States,Rugby,Rugby Men's Rugby
1703,Michael Carruth,25.0,1992,Gold,Ireland,Boxing,Boxing Men's Welterweight
1704,"David Krynauw Enslin ""Dave"" Carstens",,1932,Gold,South Africa,Boxing,Boxing Men's Light-Heavyweight
1705,Hamish Clive Carter,33.0,2004,Gold,New Zealand,Triathlon,Triathlon Men's Olympic Distance
1706,"Jeffrey J. ""Jeff"" Carter",29.0,2014,Gold,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey
1707,Michelle Denee Carter,30.0,2016,Gold,United States,Athletics,Athletics Women's Shot Put
1708,Nesta Carter,26.0,2012,Gold,Jamaica,Athletics,Athletics Men's 4 x 100 metres Relay
